# Title : in-situ platforms catalog
# Description : catalog of available MED in-situ platforms
# Project : Copernicus (generated by Hellenic Centre for Marine Research-GREECE)
# Format version : 1.0
# Date of update : 20200330051707
# platform_code,creation_date,update_date,wmo_platform_code,data_source,institution,institution_edmo_code,parameter,last_latitude_observation,last_longitude_observation,last_date_observation
bmed-b26168,2020-03-08T17:38:36Z,2020-03-08T17:38:36Z, ,MO_TS_DC_bmed-b26168,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.201492,8.230882,1996-09-06T18:00:00Z
bmed-b26169,2020-03-08T17:38:37Z,2020-03-08T17:38:37Z, ,MO_TS_DC_bmed-b26169,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,31.241117,27.508253,1996-08-13T15:00:00Z
bmed-b26245,2020-03-08T17:38:38Z,2020-03-08T17:38:38Z, ,MO_TS_DC_bmed-b26245,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.952744,11.938391,1997-12-26T15:00:00Z
bmed-b26520,2020-03-08T17:38:39Z,2020-03-08T17:38:39Z, ,MO_TS_DC_bmed-b26520,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.456215,12.969936,1996-09-16T00:00:00Z
bmed-b26521,2020-03-08T17:38:40Z,2020-03-08T17:38:40Z, ,MO_TS_DC_bmed-b26521,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,33.03003,17.234037,1996-12-08T06:00:00Z
bmed-b26524,2020-03-08T17:38:41Z,2020-03-08T17:38:41Z, ,MO_TS_DC_bmed-b26524,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,31.589596,26.236826,1998-03-14T00:00:00Z
bmed-b28726,2020-03-08T17:38:43Z,2020-03-08T17:38:43Z, ,MO_TS_DC_bmed-b28726,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.57094,15.562597,1998-12-25T18:00:00Z
bmed-b28727,2020-03-08T17:38:44Z,2020-03-08T17:38:44Z, ,MO_TS_DC_bmed-b28727,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.43827,14.461003,1998-12-20T18:00:00Z
bmed-b28735,2020-03-08T17:38:45Z,2020-03-08T17:38:45Z, ,MO_TS_DC_bmed-b28735,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.380737,-3.0611477,1998-12-03T05:59:58Z
bmed-b28736,2020-03-08T17:38:46Z,2020-03-08T17:38:46Z, ,MO_TS_DC_bmed-b28736,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.917343,4.078883,1998-11-06T02:59:58Z
bmed-b28737,2020-03-08T17:38:47Z,2020-03-08T17:38:47Z, ,MO_TS_DC_bmed-b28737,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.171555,16.002422,1999-01-23T12:00:00Z
bmed-b28738,2020-03-08T17:38:48Z,2020-03-08T17:38:48Z, ,MO_TS_DC_bmed-b28738,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.263363,23.090727,1999-02-28T17:59:58Z
bmed-b28786,2020-03-08T17:38:49Z,2020-03-08T17:38:49Z, ,MO_TS_DC_bmed-b28786,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.35377,10.476346,1999-01-24T18:00:00Z
bmed-b28788,2020-03-08T17:38:50Z,2020-03-08T17:38:50Z, ,MO_TS_DC_bmed-b28788,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.4678,14.740046,1999-01-02T15:00:00Z
bmed-b28789,2020-03-08T17:38:51Z,2020-03-08T17:38:51Z, ,MO_TS_DC_bmed-b28789,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.132805,20.195557,1999-02-27T15:00:00Z
bmed-b28790,2020-03-08T17:38:53Z,2020-03-08T17:38:53Z, ,MO_TS_DC_bmed-b28790,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.288124,9.37633,1998-11-28T06:00:00Z
bmed-b28854,2020-03-08T17:38:54Z,2020-03-08T17:38:54Z, ,MO_TS_DC_bmed-b28854,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.322453,7.327309,1999-06-17T12:00:00Z
bmed-b28855,2020-03-08T17:38:55Z,2020-03-08T17:38:55Z, ,MO_TS_DC_bmed-b28855,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.33226,8.398254,1999-04-18T18:00:00Z
bmed-b28856,2020-03-08T17:38:56Z,2020-03-08T17:38:56Z, ,MO_TS_DC_bmed-b28856,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.95203,6.4887824,1999-06-21T18:00:00Z
bmed-b28857,2020-03-08T17:38:57Z,2020-03-08T17:38:57Z, ,MO_TS_DC_bmed-b28857,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.34487,22.075453,1999-06-10T15:00:00Z
bmed-b28859,2020-03-08T17:38:58Z,2020-03-08T17:38:58Z, ,MO_TS_DC_bmed-b28859,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,36.765224,18.74592,1999-05-30T06:00:00Z
bmed-b29232,2020-03-08T17:38:59Z,2020-03-08T17:38:59Z, ,MO_TS_DC_bmed-b29232,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.861244,14.901547,1997-09-23T15:00:00Z
bmed-b29233,2020-03-08T17:39:00Z,2020-03-08T17:39:00Z, ,MO_TS_DC_bmed-b29233,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.358894,13.783503,1997-10-20T12:00:00Z
bmed-b29234,2020-03-08T17:39:01Z,2020-03-08T17:39:01Z, ,MO_TS_DC_bmed-b29234,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.500675,12.341162,1997-10-29T09:00:00Z
bmed-b29235,2020-03-08T17:39:03Z,2020-03-08T17:39:03Z, ,MO_TS_DC_bmed-b29235,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.286064,13.779064,1997-10-28T12:00:00Z
bmed-b29236,2020-03-08T17:39:04Z,2020-03-08T17:39:04Z, ,MO_TS_DC_bmed-b29236,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.275784,17.55852,1997-12-13T00:00:00Z
bmed-b29237,2020-03-08T17:39:05Z,2020-03-08T17:39:05Z, ,MO_TS_DC_bmed-b29237,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,45.389893,12.768532,1997-10-09T06:00:00Z
bmed-b29238,2020-03-08T17:39:06Z,2020-03-08T17:39:06Z, ,MO_TS_DC_bmed-b29238,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.54726,18.523863,1998-05-11T15:00:00Z
bmed-b29239,2020-03-08T17:39:07Z,2020-03-08T17:39:07Z, ,MO_TS_DC_bmed-b29239,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,33.350746,16.121109,1998-09-05T15:00:00Z
bmed-b29240,2020-03-08T17:39:09Z,2020-03-08T17:39:09Z, ,MO_TS_DC_bmed-b29240,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,30.551891,18.510538,1998-08-01T03:00:00Z
bmed-b29242,2020-03-08T17:39:11Z,2020-03-08T17:39:11Z, ,MO_TS_DC_bmed-b29242,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.14928,15.209725,1997-09-14T15:00:00Z
bmed-b29243,2020-03-08T17:39:12Z,2020-03-08T17:39:12Z, ,MO_TS_DC_bmed-b29243,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,33.327618,18.571177,1998-04-13T15:00:00Z
bmed-b29244,2020-03-08T17:39:14Z,2020-03-08T17:39:14Z, ,MO_TS_DC_bmed-b29244,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.84863,18.40378,1998-04-28T15:00:00Z
bmed-b29245,2020-03-08T17:39:14Z,2020-03-08T17:39:14Z, ,MO_TS_DC_bmed-b29245,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.656036,15.581816,1997-12-25T12:00:00Z
bmed-b29246,2020-03-08T17:39:15Z,2020-03-08T17:39:15Z, ,MO_TS_DC_bmed-b29246,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.395264,16.760574,1997-10-07T06:00:00Z
bmed-b29247,2020-03-08T17:39:16Z,2020-03-08T17:39:16Z, ,MO_TS_DC_bmed-b29247,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.1517,16.950285,1998-04-05T15:00:00Z
bmed-b29249,2020-03-08T17:39:18Z,2020-03-08T17:39:18Z, ,MO_TS_DC_bmed-b29249,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.924297,15.710222,1997-09-21T03:00:00Z
bmed-b29250,2020-03-08T17:39:19Z,2020-03-08T17:39:19Z, ,MO_TS_DC_bmed-b29250,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.746223,16.337097,1997-12-31T06:00:00Z
bmed-b29251,2020-03-08T17:39:20Z,2020-03-08T17:39:20Z, ,MO_TS_DC_bmed-b29251,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.881836,19.388214,1997-08-31T12:00:00Z
bmed-b29252,2020-03-08T17:39:21Z,2020-03-08T17:39:21Z, ,MO_TS_DC_bmed-b29252,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.983265,12.914517,1998-09-22T15:00:00Z
bmed-b29253,2020-03-08T17:39:22Z,2020-03-08T17:39:22Z, ,MO_TS_DC_bmed-b29253,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.86384,13.04049,1997-10-29T06:00:00Z
bmed-b29254,2020-03-08T17:39:24Z,2020-03-08T17:39:24Z, ,MO_TS_DC_bmed-b29254,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,31.612238,15.527838,1998-07-24T12:00:00Z
bmed-b29255,2020-03-08T17:39:25Z,2020-03-08T17:39:25Z, ,MO_TS_DC_bmed-b29255,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,34.74709,11.557323,1998-06-24T03:00:00Z
bmed-b29260,2020-03-08T17:39:26Z,2020-03-08T17:39:26Z, ,MO_TS_DC_bmed-b29260,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.97691,13.745157,1998-10-19T18:00:00Z
bmed-b29262,2020-03-08T17:39:27Z,2020-03-08T17:39:27Z, ,MO_TS_DC_bmed-b29262,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.02537,17.020458,1998-10-22T15:00:00Z
bmed-b29265,2020-03-08T17:39:28Z,2020-03-08T17:39:28Z, ,MO_TS_DC_bmed-b29265,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.301025,14.519208,1998-10-16T15:00:00Z
bmed-b29268,2020-03-08T17:39:29Z,2020-03-08T17:39:29Z, ,MO_TS_DC_bmed-b29268,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,33.729637,18.280985,1998-04-21T15:00:00Z
bmed-b29269,2020-03-08T17:39:31Z,2020-03-08T17:39:31Z, ,MO_TS_DC_bmed-b29269,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,34.076748,29.457537,1998-03-10T12:00:00Z
bmed-b29270,2020-03-08T17:39:32Z,2020-03-08T17:39:32Z, ,MO_TS_DC_bmed-b29270,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.8023,12.9175415,1997-10-17T00:00:00Z
bmed-b29272,2020-03-08T17:39:33Z,2020-03-08T17:39:33Z, ,MO_TS_DC_bmed-b29272,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.805435,17.670177,1998-03-22T12:00:00Z
bmed-b29275,2020-03-08T17:39:34Z,2020-03-08T17:39:34Z, ,MO_TS_DC_bmed-b29275,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.89977,14.96827,1998-06-03T15:00:00Z
bmed-b29276,2020-03-08T17:39:35Z,2020-03-08T17:39:35Z, ,MO_TS_DC_bmed-b29276,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.201096,16.614223,1998-04-27T03:00:00Z
bmed-b29277,2020-03-08T17:39:36Z,2020-03-08T17:39:36Z, ,MO_TS_DC_bmed-b29277,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.169884,18.496096,1998-06-22T00:00:00Z
bmed-b29278,2020-03-08T17:39:37Z,2020-03-08T17:39:37Z, ,MO_TS_DC_bmed-b29278,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.409096,15.107137,1998-03-24T12:00:00Z
bmed-b29279,2020-03-08T17:39:38Z,2020-03-08T17:39:38Z, ,MO_TS_DC_bmed-b29279,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.881916,17.573942,1998-09-02T15:00:00Z
bmed-b29280,2020-03-08T17:39:39Z,2020-03-08T17:39:39Z, ,MO_TS_DC_bmed-b29280,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.06011,17.111723,1998-06-25T12:00:00Z
bmed-b29281,2020-03-08T17:39:41Z,2020-03-08T17:39:41Z, ,MO_TS_DC_bmed-b29281,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.669933,14.151189,1998-02-03T12:00:00Z
bmed-b29282,2020-03-08T17:39:42Z,2020-03-08T17:39:42Z, ,MO_TS_DC_bmed-b29282,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.191723,16.557552,1998-02-16T06:00:00Z
bmed-b29283,2020-03-08T17:39:43Z,2020-03-08T17:39:43Z, ,MO_TS_DC_bmed-b29283,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.898155,17.098742,1998-04-14T12:00:00Z
bmed-b29284,2020-03-08T17:39:44Z,2020-03-08T17:39:44Z, ,MO_TS_DC_bmed-b29284,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,33.44492,17.043938,1998-06-23T18:00:00Z
bmed-b29285,2020-03-08T17:39:45Z,2020-03-08T17:39:45Z, ,MO_TS_DC_bmed-b29285,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.428017,17.014633,1998-03-16T03:00:00Z
bmed-b29286,2020-03-08T17:39:46Z,2020-03-08T17:39:46Z, ,MO_TS_DC_bmed-b29286,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.23681,17.573477,1998-08-27T03:00:00Z
bmed-b29287,2020-03-08T17:39:48Z,2020-03-08T17:39:48Z, ,MO_TS_DC_bmed-b29287,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.943314,15.957887,1998-03-17T09:00:00Z
bmed-b29288,2020-03-08T17:39:49Z,2020-03-08T17:39:49Z, ,MO_TS_DC_bmed-b29288,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.797184,13.119304,1998-05-16T06:00:00Z
bmed-b29289,2020-03-08T17:39:50Z,2020-03-08T17:39:50Z, ,MO_TS_DC_bmed-b29289,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.19151,16.679592,1998-03-16T03:00:00Z
bmed-b29290,2020-03-08T17:39:51Z,2020-03-08T17:39:51Z, ,MO_TS_DC_bmed-b29290,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.436115,18.40444,1998-07-20T03:00:00Z
bmed-b29291,2020-03-08T17:39:53Z,2020-03-08T17:39:53Z, ,MO_TS_DC_bmed-b29291,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.223106,17.570284,1998-06-18T12:00:00Z
bmed-b29292,2020-03-08T17:39:54Z,2020-03-08T17:39:54Z, ,MO_TS_DC_bmed-b29292,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,32.64352,23.089062,1998-06-09T03:00:00Z
bmed-b29293,2020-03-08T17:39:55Z,2020-03-08T17:39:55Z, ,MO_TS_DC_bmed-b29293,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,45.25546,13.3583765,1998-03-29T06:00:00Z
bmed-b29294,2020-03-08T17:39:56Z,2020-03-08T17:39:56Z, ,MO_TS_DC_bmed-b29294,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.166767,15.576379,1999-01-29T11:59:58Z
bmed-b29295,2020-03-08T17:39:57Z,2020-03-08T17:39:57Z, ,MO_TS_DC_bmed-b29295,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.67325,13.761916,1998-10-27T15:00:00Z
bmed-b29296,2020-03-08T17:39:58Z,2020-03-08T17:39:58Z, ,MO_TS_DC_bmed-b29296,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.305687,17.482746,1998-06-02T06:00:00Z
bmed-b29302,2020-03-08T17:40:00Z,2020-03-08T17:40:00Z, ,MO_TS_DC_bmed-b29302,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,34.05674,10.039019,1998-06-02T15:00:00Z
bmed-b29303,2020-03-08T17:40:01Z,2020-03-08T17:40:01Z, ,MO_TS_DC_bmed-b29303,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,34.50622,10.5808935,1998-05-12T06:00:00Z
bmed-b29304,2020-03-08T17:40:02Z,2020-03-08T17:40:02Z, ,MO_TS_DC_bmed-b29304,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.204224,11.43104,1998-03-19T06:00:00Z
bmed-b29305,2020-03-08T17:40:03Z,2020-03-08T17:40:03Z, ,MO_TS_DC_bmed-b29305,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.754566,16.979967,1998-05-24T03:00:00Z
bmed-b29306,2020-03-08T17:40:04Z,2020-03-08T17:40:04Z, ,MO_TS_DC_bmed-b29306,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.833336,19.50559,1998-06-15T03:00:00Z
bmed-b29307,2020-03-08T17:40:05Z,2020-03-08T17:40:05Z, ,MO_TS_DC_bmed-b29307,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.504387,14.183602,1998-08-09T03:00:00Z
bmed-b29308,2020-03-08T17:40:06Z,2020-03-08T17:40:06Z, ,MO_TS_DC_bmed-b29308,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,45.281605,12.330011,1998-07-31T06:00:00Z
bmed-b29309,2020-03-08T17:40:07Z,2020-03-08T17:40:07Z, ,MO_TS_DC_bmed-b29309,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.94722,13.738577,1998-06-06T06:00:00Z
bmed-b29310,2020-03-08T17:40:09Z,2020-03-08T17:40:09Z, ,MO_TS_DC_bmed-b29310,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.954544,16.02082,1998-08-25T06:00:00Z
bmed-b29311,2020-03-08T17:40:10Z,2020-03-08T17:40:10Z, ,MO_TS_DC_bmed-b29311,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.350513,15.706077,1998-10-22T15:00:00Z
bmed-b29312,2020-03-08T17:40:11Z,2020-03-08T17:40:11Z, ,MO_TS_DC_bmed-b29312,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.293114,11.231752,1998-05-27T03:00:00Z
bmed-b29313,2020-03-08T17:40:12Z,2020-03-08T17:40:12Z, ,MO_TS_DC_bmed-b29313,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,34.628735,10.7144375,1998-08-23T12:00:00Z
bmed-b29314,2020-03-08T17:40:13Z,2020-03-08T17:40:13Z, ,MO_TS_DC_bmed-b29314,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.501953,16.770483,1998-10-22T15:00:00Z
bmed-b29315,2020-03-08T17:40:14Z,2020-03-08T17:40:14Z, ,MO_TS_DC_bmed-b29315,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.36316,16.559895,1998-10-22T12:00:00Z
bmed-b29316,2020-03-08T17:40:15Z,2020-03-08T17:40:15Z, ,MO_TS_DC_bmed-b29316,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.78002,15.35724,1998-10-06T12:00:00Z
bmed-b29317,2020-03-08T17:40:16Z,2020-03-08T17:40:16Z, ,MO_TS_DC_bmed-b29317,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.48673,18.68024,1998-10-22T15:00:00Z
bmed-b29318,2020-03-08T17:40:17Z,2020-03-08T17:40:17Z, ,MO_TS_DC_bmed-b29318,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.543736,17.405119,1998-10-22T15:00:00Z
bmed-b29319,2020-03-08T17:40:18Z,2020-03-08T17:40:18Z, ,MO_TS_DC_bmed-b29319,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.802933,13.949426,1998-10-09T03:00:00Z
bmed-b29320,2020-03-08T17:40:19Z,2020-03-08T17:40:19Z, ,MO_TS_DC_bmed-b29320,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.47517,13.269448,1998-10-27T18:00:00Z
bmed-b29321,2020-03-08T17:40:20Z,2020-03-08T17:40:20Z, ,MO_TS_DC_bmed-b29321,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.009674,19.775274,1998-09-17T03:00:00Z
bmed-b29323,2020-03-08T17:40:21Z,2020-03-08T17:40:21Z, ,MO_TS_DC_bmed-b29323,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.182762,17.636015,1999-01-28T06:00:00Z
bmed-b29324,2020-03-08T17:40:22Z,2020-03-08T17:40:22Z, ,MO_TS_DC_bmed-b29324,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.49679,17.553717,1999-01-29T18:00:00Z
bmed-b29325,2020-03-08T17:40:24Z,2020-03-08T17:40:24Z, ,MO_TS_DC_bmed-b29325,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.07898,16.613668,1999-02-13T03:00:00Z
bmed-b29331,2020-03-08T17:40:25Z,2020-03-08T17:40:25Z, ,MO_TS_DC_bmed-b29331,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,36.770218,14.421142,1997-08-29T15:00:00Z
